Corresponding to Fig. 1c,,
Cell,Cluster,Organ
heart_E10.5_embryo2_sc87,MC,heart
heart_E10.5_embryo2_sc88,MC,heart
heart_E10.5_embryo2_sc89,MC,heart
heart_E10.5_embryo2_sc90,MC,heart
heart_E10.5_embryo2_sc91,MC,heart
heart_E10.5_embryo2_sc92,MC,heart
heart_E10.5_embryo2_sc93,MC,heart
heart_E10.5_embryo2_sc94,MC,heart
heart_E10.5_embryo2_sc95,MC,heart
heart_E10.5_embryo2_sc96,MC,heart
heart_E11.5_embryo1_sc1,MC,heart
heart_E11.5_embryo1_sc2,MC,heart
heart_E11.5_embryo1_sc4,MC,heart
heart_E11.5_embryo1_sc5,MC,heart
heart_E11.5_embryo1_sc7,MC,heart
heart_E11.5_embryo1_sc10,MC,heart
heart_E11.5_embryo1_sc11,MC,heart
heart_E11.5_embryo1_sc12,MC,heart
heart_E11.5_embryo1_sc13,MC,heart
heart_E11.5_embryo1_sc15,MC,heart
heart_E11.5_embryo1_sc17,MC,heart
heart_E11.5_embryo1_sc18,MC,heart
heart_E11.5_embryo1_sc20,MC,heart
heart_E11.5_embryo1_sc21,MC,heart
heart_E11.5_embryo1_sc22,MC,heart
heart_E11.5_embryo1_sc24,MC,heart
heart_E11.5_embryo1_sc26,MC,heart
heart_E11.5_embryo1_sc28,MC,heart
heart_E11.5_embryo1_sc29,MC,heart
heart_E11.5_embryo1_sc30,MC,heart
heart_E11.5_embryo1_sc32,MC,heart
heart_E11.5_embryo1_sc33,MC,heart
heart_E11.5_embryo1_sc35,MC,heart
heart_E11.5_embryo1_sc37,MC,heart
heart_E11.5_embryo1_sc38,MC,heart
heart_E11.5_embryo1_sc39,MC,heart
heart_E11.5_embryo1_sc40,MC,heart
heart_E11.5_embryo1_sc41,MC,heart
heart_E11.5_embryo1_sc42,MC,heart
heart_E11.5_embryo1_sc43,MC,heart
heart_E11.5_embryo1_sc44,MC,heart
heart_E11.5_embryo1_sc45,MC,heart
heart_E11.5_embryo1_sc46,MC,heart
heart_E11.5_embryo1_sc47,MC,heart
heart_E11.5_embryo1_sc48,MC,heart
heart_E11.5_embryo2_sc49,MC,heart
heart_E11.5_embryo2_sc51,MC,heart
heart_E11.5_embryo2_sc52,MC,heart
heart_E11.5_embryo2_sc53,MC,heart
heart_E11.5_embryo2_sc54,MC,heart
heart_E11.5_embryo2_sc55,MC,heart
heart_E11.5_embryo2_sc58,MC,heart
heart_E11.5_embryo2_sc59,MC,heart
heart_E11.5_embryo2_sc61,MC,heart
heart_E11.5_embryo2_sc63,MC,heart
heart_E11.5_embryo2_sc65,MC,heart
heart_E11.5_embryo2_sc66,MC,heart
heart_E11.5_embryo2_sc67,MC,heart
heart_E11.5_embryo2_sc68,MC,heart
heart_E11.5_embryo2_sc69,MC,heart
heart_E11.5_embryo2_sc70,MC,heart
heart_E11.5_embryo2_sc71,MC,heart
heart_E11.5_embryo2_sc72,MC,heart
heart_E11.5_embryo2_sc73,MC,heart
heart_E11.5_embryo2_sc74,MC,heart
heart_E11.5_embryo2_sc75,MC,heart
heart_E11.5_embryo2_sc76,MC,heart
heart_E11.5_embryo2_sc82,MC,heart
heart_E11.5_embryo2_sc83,MC,heart
heart_E11.5_embryo2_sc84,MC,heart
heart_E11.5_embryo2_sc88,MC,heart
heart_E11.5_embryo2_sc89,MC,heart
heart_E11.5_embryo2_sc90,MC,heart
heart_E11.5_embryo2_sc91,MC,heart
heart_E11.5_embryo2_sc92,MC,heart
heart_E11.5_embryo2_sc93,MC,heart
heart_E11.5_embryo2_sc94,MC,heart
heart_E11.5_embryo2_sc95,MC,heart
heart_E11.5_embryo2_sc96,MC,heart
intestine_E9.5_embryo3_sc35,MC,intestine
intestine_E9.5_embryo3_sc36,MC,intestine
intestine_E9.5_embryo3_sc42,MC,intestine
intestine_E9.5_embryo3_sc45,MC,intestine
intestine_E9.5_embryo3_sc51,MC,intestine
intestine_E9.5_embryo3_sc52,MC,intestine
intestine_E9.5_embryo3_sc53,MC,intestine
intestine_E9.5_embryo3_sc54,MC,intestine
intestine_E9.5_embryo3_sc55,MC,intestine
intestine_E9.5_embryo3_sc56,MC,intestine
intestine_E9.5_embryo3_sc59,MC,intestine
intestine_E9.5_embryo3_sc60,MC,intestine
intestine_E9.5_embryo3_sc61,MC,intestine
intestine_E9.5_embryo3_sc62,MC,intestine
intestine_E9.5_embryo3_sc63,MC,intestine
intestine_E9.5_embryo3_sc64,MC,intestine
intestine_E9.5_embryo1_sc1,MC,intestine
intestine_E9.5_embryo1_sc2,MC,intestine
intestine_E9.5_embryo1_sc3,MC,intestine
intestine_E9.5_embryo1_sc4,MC,intestine
intestine_E9.5_embryo1_sc6,MC,intestine
intestine_E9.5_embryo1_sc7,MC,intestine
intestine_E9.5_embryo1_sc12,MC,intestine
intestine_E9.5_embryo2_sc52,MC,intestine
intestine_E9.5_embryo2_sc58,MC,intestine
intestine_E9.5_embryo2_sc61,MC,intestine
intestine_E9.5_embryo2_sc62,MC,intestine
intestine_E9.5_embryo2_sc63,MC,intestine
intestine_E9.5_embryo2_sc64,MC,intestine
intestine_E9.5_embryo2_sc65,MC,intestine
intestine_E9.5_embryo2_sc66,MC,intestine
intestine_E9.5_embryo2_sc76,MC,intestine
intestine_E9.5_embryo2_sc79,MC,intestine
intestine_E9.5_embryo2_sc81,MC,intestine
intestine_E9.5_embryo2_sc83,MC,intestine
intestine_E10.5_embryo1_sc1,MC,intestine
intestine_E10.5_embryo1_sc3,MC,intestine
intestine_E10.5_embryo1_sc5,MC,intestine
intestine_E10.5_embryo1_sc6,MC,intestine
intestine_E10.5_embryo1_sc7,MC,intestine
intestine_E10.5_embryo1_sc12,MC,intestine
intestine_E10.5_embryo1_sc15,MC,intestine
intestine_E10.5_embryo1_sc16,MC,intestine
intestine_E10.5_embryo1_sc17,MC,intestine
intestine_E10.5_embryo1_sc19,MC,intestine
intestine_E10.5_embryo1_sc20,MC,intestine
intestine_E10.5_embryo1_sc21,MC,intestine
intestine_E10.5_embryo1_sc22,MC,intestine
intestine_E10.5_embryo1_sc25,MC,intestine
intestine_E10.5_embryo1_sc26,MC,intestine
intestine_E10.5_embryo1_sc27,MC,intestine
intestine_E10.5_embryo1_sc28,MC,intestine
intestine_E10.5_embryo1_sc29,MC,intestine
intestine_E10.5_embryo1_sc31,MC,intestine
intestine_E10.5_embryo1_sc32,MC,intestine
intestine_E10.5_embryo2_sc35,MC,intestine
intestine_E10.5_embryo2_sc39,MC,intestine
intestine_E10.5_embryo2_sc40,MC,intestine
intestine_E10.5_embryo2_sc42,MC,intestine
intestine_E10.5_embryo2_sc43,MC,intestine
intestine_E10.5_embryo2_sc44,MC,intestine
intestine_E10.5_embryo2_sc46,MC,intestine
intestine_E10.5_embryo2_sc47,MC,intestine
intestine_E10.5_embryo2_sc48,MC,intestine
intestine_E10.5_embryo2_sc49,MC,intestine
intestine_E10.5_embryo2_sc51,MC,intestine
intestine_E10.5_embryo2_sc52,MC,intestine
intestine_E10.5_embryo2_sc54,MC,intestine
intestine_E10.5_embryo2_sc55,MC,intestine
intestine_E10.5_embryo2_sc56,MC,intestine
intestine_E10.5_embryo2_sc57,MC,intestine
intestine_E10.5_embryo2_sc58,MC,intestine
intestine_E10.5_embryo2_sc59,MC,intestine
intestine_E10.5_embryo2_sc60,MC,intestine
intestine_E10.5_embryo2_sc63,MC,intestine
intestine_E11.5_embryo1_sc38,MC,intestine
intestine_E11.5_embryo1_sc46,MC,intestine
intestine_E11.5_embryo1_sc53,MC,intestine
intestine_E11.5_embryo1_sc55,MC,intestine
intestine_E11.5_embryo1_sc57,MC,intestine
intestine_E11.5_embryo1_sc60,MC,intestine
intestine_E11.5_embryo1_sc61,MC,intestine
intestine_E11.5_embryo2_sc66,MC,intestine
intestine_E11.5_embryo2_sc67,MC,intestine
intestine_E11.5_embryo2_sc72,MC,intestine
intestine_E11.5_embryo2_sc77,MC,intestine
intestine_E11.5_embryo2_sc81,MC,intestine
intestine_E11.5_embryo2_sc84,MC,intestine
intestine_E11.5_embryo2_sc92,MC,intestine
intestine_E11.5_embryo2_sc93,MC,intestine
liver_E9.5_embryo3_sc51,MC,liver
liver_E9.5_embryo3_sc52,MC,liver
liver_E9.5_embryo3_sc54,MC,liver
liver_E9.5_embryo3_sc56,MC,liver
liver_E9.5_embryo3_sc59,MC,liver
liver_E9.5_embryo3_sc61,MC,liver
liver_E9.5_embryo3_sc62,MC,liver
liver_E9.5_embryo3_sc63,MC,liver
liver_E9.5_embryo3_sc65,MC,liver
liver_E9.5_embryo3_sc68,MC,liver
liver_E9.5_embryo3_sc69,MC,liver
liver_E9.5_embryo3_sc70,MC,liver
liver_E9.5_embryo3_sc71,MC,liver
liver_E9.5_embryo3_sc73,MC,liver
liver_E9.5_embryo3_sc75,MC,liver
liver_E9.5_embryo3_sc76,MC,liver
liver_E9.5_embryo3_sc80,MC,liver
liver_E9.5_embryo3_sc81,MC,liver
liver_E9.5_embryo3_sc82,MC,liver
liver_E9.5_embryo3_sc86,MC,liver
liver_E9.5_embryo3_sc88,MC,liver
liver_E9.5_embryo3_sc89,MC,liver
liver_E9.5_embryo3_sc91,MC,liver
liver_E9.5_embryo1_sc51,MC,liver
liver_E9.5_embryo1_sc52,MC,liver
liver_E9.5_embryo1_sc53,MC,liver
liver_E9.5_embryo1_sc54,MC,liver
liver_E9.5_embryo1_sc56,MC,liver
liver_E9.5_embryo1_sc57,MC,liver
liver_E9.5_embryo1_sc58,MC,liver
liver_E9.5_embryo1_sc59,MC,liver
liver_E9.5_embryo1_sc60,MC,liver
liver_E9.5_embryo1_sc65,MC,liver
liver_E9.5_embryo1_sc66,MC,liver
liver_E9.5_embryo1_sc67,MC,liver
liver_E9.5_embryo1_sc69,MC,liver
liver_E9.5_embryo1_sc70,MC,liver
liver_E9.5_embryo1_sc71,MC,liver
liver_E9.5_embryo1_sc72,MC,liver
liver_E9.5_embryo1_sc75,MC,liver
liver_E9.5_embryo1_sc76,MC,liver
liver_E9.5_embryo1_sc77,MC,liver
liver_E9.5_embryo1_sc78,MC,liver
liver_E9.5_embryo1_sc79,MC,liver
liver_E9.5_embryo1_sc82,MC,liver
liver_E9.5_embryo1_sc83,MC,liver
liver_E9.5_embryo1_sc84,MC,liver
liver_E9.5_embryo1_sc85,MC,liver
liver_E9.5_embryo1_sc86,MC,liver
liver_E9.5_embryo1_sc87,MC,liver
liver_E9.5_embryo1_sc88,MC,liver
liver_E9.5_embryo1_sc89,MC,liver
liver_E9.5_embryo1_sc90,MC,liver
liver_E9.5_embryo1_sc91,MC,liver
liver_E9.5_embryo1_sc92,MC,liver
liver_E9.5_embryo1_sc93,MC,liver
liver_E9.5_embryo1_sc94,MC,liver
liver_E9.5_embryo2_sc2,MC,liver
liver_E9.5_embryo2_sc3,MC,liver
liver_E9.5_embryo2_sc8,MC,liver
liver_E9.5_embryo2_sc10,MC,liver
liver_E9.5_embryo2_sc11,MC,liver
liver_E9.5_embryo2_sc12,MC,liver
liver_E9.5_embryo2_sc15,MC,liver
liver_E9.5_embryo2_sc17,MC,liver
liver_E9.5_embryo2_sc18,MC,liver
liver_E9.5_embryo2_sc21,MC,liver
liver_E9.5_embryo2_sc22,MC,liver
liver_E9.5_embryo2_sc24,MC,liver
liver_E9.5_embryo2_sc25,MC,liver
liver_E9.5_embryo2_sc26,MC,liver
liver_E9.5_embryo2_sc27,MC,liver
liver_E9.5_embryo2_sc28,MC,liver
liver_E9.5_embryo2_sc29,MC,liver
liver_E9.5_embryo2_sc30,MC,liver
liver_E9.5_embryo2_sc31,MC,liver
liver_E9.5_embryo2_sc32,MC,liver
liver_E9.5_embryo2_sc33,MC,liver
liver_E9.5_embryo2_sc36,MC,liver
liver_E9.5_embryo2_sc37,MC,liver
liver_E9.5_embryo2_sc38,MC,liver
liver_E9.5_embryo2_sc39,MC,liver
liver_E9.5_embryo2_sc41,MC,liver
liver_E9.5_embryo2_sc42,MC,liver
liver_E9.5_embryo2_sc43,MC,liver
liver_E9.5_embryo2_sc44,MC,liver
liver_E9.5_embryo2_sc46,MC,liver
liver_E9.5_embryo2_sc47,MC,liver
liver_E9.5_embryo2_sc50,MC,liver
liver_E10.5_embryo1_sc33,MC,liver
liver_E10.5_embryo1_sc45,MC,liver
liver_E10.5_embryo2_sc70,MC,liver
lung_E9.5_embryo3_sc1,MC,lung
lung_E9.5_embryo3_sc2,MC,lung
lung_E9.5_embryo3_sc4,MC,lung
lung_E9.5_embryo3_sc5,MC,lung
lung_E9.5_embryo3_sc6,MC,lung
lung_E9.5_embryo3_sc7,MC,lung
lung_E9.5_embryo3_sc8,MC,lung
lung_E9.5_embryo3_sc9,MC,lung
lung_E9.5_embryo3_sc10,MC,lung
lung_E9.5_embryo3_sc11,MC,lung
lung_E9.5_embryo3_sc12,MC,lung
lung_E9.5_embryo3_sc13,MC,lung
lung_E9.5_embryo3_sc16,MC,lung
lung_E9.5_embryo3_sc17,MC,lung
lung_E9.5_embryo3_sc18,MC,lung
lung_E9.5_embryo3_sc19,MC,lung
lung_E9.5_embryo3_sc20,MC,lung
lung_E9.5_embryo3_sc21,MC,lung
lung_E9.5_embryo3_sc22,MC,lung
lung_E9.5_embryo3_sc24,MC,lung
lung_E9.5_embryo3_sc25,MC,lung
lung_E9.5_embryo3_sc26,MC,lung
lung_E9.5_embryo3_sc27,MC,lung
lung_E9.5_embryo3_sc31,MC,lung
lung_E9.5_embryo3_sc33,MC,lung
lung_E9.5_embryo3_sc36,MC,lung
lung_E9.5_embryo3_sc38,MC,lung
lung_E9.5_embryo3_sc39,MC,lung
lung_E9.5_embryo3_sc40,MC,lung
lung_E9.5_embryo3_sc42,MC,lung
lung_E9.5_embryo3_sc46,MC,lung
lung_E9.5_embryo3_sc47,MC,lung
lung_E9.5_embryo3_sc48,MC,lung
lung_E9.5_embryo2_sc2,MC,lung
lung_E9.5_embryo2_sc4,MC,lung
lung_E9.5_embryo2_sc6,MC,lung
lung_E9.5_embryo2_sc7,MC,lung
lung_E9.5_embryo2_sc8,MC,lung
lung_E9.5_embryo2_sc9,MC,lung
lung_E9.5_embryo2_sc10,MC,lung
lung_E9.5_embryo2_sc11,MC,lung
lung_E9.5_embryo2_sc12,MC,lung
lung_E9.5_embryo2_sc13,MC,lung
lung_E9.5_embryo2_sc14,MC,lung
lung_E9.5_embryo2_sc15,MC,lung
lung_E9.5_embryo2_sc16,MC,lung
lung_E9.5_embryo2_sc17,MC,lung
lung_E9.5_embryo2_sc18,MC,lung
lung_E9.5_embryo2_sc19,MC,lung
lung_E9.5_embryo2_sc20,MC,lung
lung_E9.5_embryo2_sc22,MC,lung
lung_E9.5_embryo2_sc24,MC,lung
lung_E9.5_embryo2_sc26,MC,lung
lung_E9.5_embryo2_sc27,MC,lung
lung_E9.5_embryo2_sc29,MC,lung
lung_E9.5_embryo2_sc30,MC,lung
lung_E9.5_embryo2_sc31,MC,lung
lung_E9.5_embryo2_sc32,MC,lung
lung_E9.5_embryo2_sc33,MC,lung
lung_E9.5_embryo2_sc35,MC,lung
lung_E9.5_embryo2_sc36,MC,lung
lung_E9.5_embryo2_sc37,MC,lung
lung_E9.5_embryo2_sc38,MC,lung
lung_E9.5_embryo2_sc39,MC,lung
lung_E9.5_embryo2_sc41,MC,lung
lung_E9.5_embryo2_sc42,MC,lung
lung_E9.5_embryo2_sc43,MC,lung
lung_E9.5_embryo2_sc44,MC,lung
lung_E9.5_embryo2_sc46,MC,lung
lung_E9.5_embryo2_sc47,MC,lung
lung_E9.5_embryo2_sc48,MC,lung
lung_E9.5_embryo2_sc49,MC,lung
lung_E9.5_embryo2_sc50,MC,lung
lung_E10.5_embryo2_sc4,MC,lung
lung_E10.5_embryo2_sc6,MC,lung
lung_E10.5_embryo2_sc7,MC,lung
lung_E10.5_embryo2_sc8,MC,lung
lung_E10.5_embryo2_sc9,MC,lung
lung_E10.5_embryo2_sc10,MC,lung
lung_E10.5_embryo2_sc12,MC,lung
lung_E10.5_embryo2_sc13,MC,lung
lung_E10.5_embryo2_sc15,MC,lung
lung_E10.5_embryo2_sc17,MC,lung
lung_E10.5_embryo2_sc18,MC,lung
lung_E10.5_embryo2_sc20,MC,lung
lung_E10.5_embryo2_sc22,MC,lung
lung_E10.5_embryo2_sc26,MC,lung
lung_E10.5_embryo2_sc27,MC,lung
lung_E10.5_embryo2_sc30,MC,lung
lung_E10.5_embryo2_sc32,MC,lung
lung_E10.5_embryo1_sc65,MC,lung
lung_E10.5_embryo1_sc66,MC,lung
lung_E10.5_embryo1_sc67,MC,lung
lung_E10.5_embryo1_sc68,MC,lung
lung_E10.5_embryo1_sc69,MC,lung
lung_E10.5_embryo1_sc70,MC,lung
lung_E10.5_embryo1_sc72,MC,lung
lung_E10.5_embryo1_sc73,MC,lung
lung_E10.5_embryo1_sc74,MC,lung
lung_E10.5_embryo1_sc77,MC,lung
lung_E10.5_embryo1_sc80,MC,lung
lung_E10.5_embryo1_sc81,MC,lung
lung_E10.5_embryo1_sc83,MC,lung
lung_E10.5_embryo1_sc85,MC,lung
lung_E10.5_embryo1_sc87,MC,lung
lung_E10.5_embryo1_sc88,MC,lung
lung_E10.5_embryo1_sc89,MC,lung
lung_E10.5_embryo1_sc90,MC,lung
lung_E10.5_embryo1_sc91,MC,lung
lung_E10.5_embryo1_sc92,MC,lung
lung_E10.5_embryo1_sc93,MC,lung
lung_E10.5_embryo1_sc95,MC,lung
lung_E10.5_embryo1_sc96,MC,lung
lung_E11.5_embryo1_sc1,MC,lung
lung_E11.5_embryo1_sc2,MC,lung
lung_E11.5_embryo1_sc4,MC,lung
lung_E11.5_embryo1_sc5,MC,lung
lung_E11.5_embryo1_sc11,MC,lung
lung_E11.5_embryo1_sc13,MC,lung
lung_E11.5_embryo1_sc20,MC,lung
lung_E11.5_embryo1_sc30,MC,lung
lung_E11.5_embryo2_sc33,MC,lung
lung_E11.5_embryo2_sc35,MC,lung
lung_E11.5_embryo2_sc36,MC,lung
lung_E11.5_embryo2_sc37,MC,lung
lung_E11.5_embryo2_sc38,MC,lung
lung_E11.5_embryo2_sc42,MC,lung
lung_E11.5_embryo2_sc43,MC,lung
lung_E11.5_embryo2_sc45,MC,lung
lung_E11.5_embryo2_sc46,MC,lung
lung_E11.5_embryo2_sc47,MC,lung
lung_E11.5_embryo2_sc48,MC,lung
lung_E11.5_embryo2_sc49,MC,lung
lung_E11.5_embryo2_sc50,MC,lung
lung_E11.5_embryo2_sc51,MC,lung
lung_E11.5_embryo2_sc52,MC,lung
lung_E11.5_embryo2_sc53,MC,lung
lung_E11.5_embryo2_sc54,MC,lung
lung_E11.5_embryo2_sc55,MC,lung
lung_E11.5_embryo2_sc56,MC,lung
lung_E11.5_embryo2_sc57,MC,lung
lung_E11.5_embryo2_sc59,MC,lung
lung_E11.5_embryo2_sc61,MC,lung
lung_E11.5_embryo2_sc62,MC,lung
lung_E11.5_embryo2_sc63,MC,lung
lung_E11.5_embryo2_sc64,MC,lung
hindbrain_E9.5_embryo2_sc67,MC,hindbrain
hindbrain_E9.5_embryo2_sc86,MC,hindbrain
hindbrain_E10.5_embryo2_sc65,MC,hindbrain
skin_E9.5_embryo3_sc2,MC,skin
skin_E9.5_embryo3_sc3,MC,skin
skin_E9.5_embryo3_sc5,MC,skin
skin_E9.5_embryo3_sc6,MC,skin
skin_E9.5_embryo3_sc8,MC,skin
skin_E9.5_embryo3_sc11,MC,skin
skin_E9.5_embryo3_sc12,MC,skin
skin_E9.5_embryo3_sc13,MC,skin
skin_E9.5_embryo3_sc14,MC,skin
skin_E9.5_embryo3_sc15,MC,skin
skin_E9.5_embryo3_sc18,MC,skin
skin_E9.5_embryo3_sc21,MC,skin
skin_E9.5_embryo3_sc27,MC,skin
skin_E9.5_embryo3_sc28,MC,skin
skin_E9.5_embryo3_sc29,MC,skin
skin_E9.5_embryo3_sc30,MC,skin
skin_E9.5_embryo3_sc31,MC,skin
skin_E9.5_embryo2_sc1,MC,skin
skin_E9.5_embryo2_sc2,MC,skin
skin_E9.5_embryo2_sc4,MC,skin
skin_E9.5_embryo2_sc5,MC,skin
skin_E9.5_embryo2_sc6,MC,skin
skin_E9.5_embryo2_sc7,MC,skin
skin_E9.5_embryo2_sc8,MC,skin
skin_E9.5_embryo2_sc9,MC,skin
skin_E9.5_embryo2_sc10,MC,skin
skin_E9.5_embryo2_sc11,MC,skin
skin_E9.5_embryo2_sc12,MC,skin
skin_E9.5_embryo2_sc13,MC,skin
skin_E9.5_embryo2_sc14,MC,skin
skin_E9.5_embryo2_sc15,MC,skin
skin_E9.5_embryo2_sc17,MC,skin
skin_E9.5_embryo2_sc19,MC,skin
skin_E9.5_embryo2_sc21,MC,skin
skin_E9.5_embryo2_sc22,MC,skin
skin_E9.5_embryo2_sc24,MC,skin
skin_E9.5_embryo2_sc25,MC,skin
skin_E9.5_embryo2_sc26,MC,skin
skin_E9.5_embryo2_sc27,MC,skin
skin_E9.5_embryo2_sc28,MC,skin
skin_E9.5_embryo2_sc29,MC,skin
skin_E9.5_embryo2_sc33,MC,skin
skin_E9.5_embryo2_sc36,MC,skin
skin_E9.5_embryo2_sc38,MC,skin
skin_E10.5_embryo1_sc1,MC,skin
skin_E10.5_embryo1_sc4,MC,skin
skin_E10.5_embryo1_sc5,MC,skin
skin_E10.5_embryo1_sc6,MC,skin
skin_E10.5_embryo1_sc7,MC,skin
skin_E10.5_embryo1_sc8,MC,skin
skin_E10.5_embryo1_sc17,MC,skin
skin_E10.5_embryo1_sc18,MC,skin
skin_E10.5_embryo1_sc19,MC,skin
skin_E10.5_embryo1_sc22,MC,skin
skin_E10.5_embryo1_sc26,MC,skin
skin_E10.5_embryo1_sc28,MC,skin
skin_E10.5_embryo1_sc30,MC,skin
skin_E10.5_embryo1_sc31,MC,skin
skin_E10.5_embryo1_sc32,MC,skin
skin_E10.5_embryo2_sc33,MC,skin
skin_E10.5_embryo2_sc35,MC,skin
skin_E10.5_embryo2_sc40,MC,skin
skin_E10.5_embryo2_sc42,MC,skin
skin_E10.5_embryo2_sc43,MC,skin
skin_E10.5_embryo2_sc48,MC,skin
skin_E10.5_embryo2_sc50,MC,skin
skin_E10.5_embryo2_sc51,MC,skin
skin_E10.5_embryo2_sc52,MC,skin
skin_E10.5_embryo2_sc55,MC,skin
skin_E10.5_embryo2_sc56,MC,skin
skin_E10.5_embryo2_sc57,MC,skin
skin_E10.5_embryo2_sc58,MC,skin
skin_E10.5_embryo2_sc60,MC,skin
skin_E10.5_embryo2_sc61,MC,skin
skin_E10.5_embryo2_sc62,MC,skin
skin_E10.5_embryo2_sc64,MC,skin
skin_E11.5_embryo2_sc8,MC,skin
skin_E11.5_embryo2_sc15,MC,skin
skin_E11.5_embryo2_sc16,MC,skin
skin_E11.5_embryo2_sc22,MC,skin
skin_E11.5_embryo1_sc66,MC,skin
skin_E11.5_embryo1_sc67,MC,skin
skin_E11.5_embryo1_sc68,MC,skin
skin_E11.5_embryo1_sc69,MC,skin
skin_E11.5_embryo1_sc71,MC,skin
skin_E11.5_embryo1_sc73,MC,skin
skin_E11.5_embryo1_sc75,MC,skin
skin_E11.5_embryo1_sc81,MC,skin
skin_E11.5_embryo1_sc82,MC,skin
skin_E11.5_embryo1_sc83,MC,skin
skin_E11.5_embryo1_sc89,MC,skin
somite_E9.5_embryo3_sc65,MC,somite
somite_E9.5_embryo3_sc66,MC,somite
somite_E9.5_embryo3_sc67,MC,somite
somite_E9.5_embryo3_sc68,MC,somite
somite_E9.5_embryo3_sc69,MC,somite
somite_E9.5_embryo3_sc70,MC,somite
somite_E9.5_embryo3_sc71,MC,somite
somite_E9.5_embryo3_sc72,MC,somite
somite_E9.5_embryo3_sc73,MC,somite
somite_E9.5_embryo3_sc74,MC,somite
somite_E9.5_embryo3_sc75,MC,somite
somite_E9.5_embryo3_sc76,MC,somite
somite_E9.5_embryo3_sc77,MC,somite
somite_E9.5_embryo3_sc78,MC,somite
somite_E9.5_embryo3_sc79,MC,somite
somite_E9.5_embryo3_sc81,MC,somite
somite_E9.5_embryo3_sc82,MC,somite
somite_E9.5_embryo3_sc83,MC,somite
somite_E9.5_embryo3_sc84,MC,somite
somite_E9.5_embryo3_sc85,MC,somite
somite_E9.5_embryo3_sc86,MC,somite
somite_E9.5_embryo3_sc87,MC,somite
somite_E9.5_embryo3_sc88,MC,somite
somite_E9.5_embryo3_sc89,MC,somite
somite_E9.5_embryo3_sc90,MC,somite
somite_E9.5_embryo3_sc91,MC,somite
somite_E9.5_embryo3_sc92,MC,somite
somite_E9.5_embryo3_sc93,MC,somite
somite_E9.5_embryo3_sc94,MC,somite
somite_E9.5_embryo3_sc95,MC,somite
somite_E9.5_embryo3_sc96,MC,somite
somite_E9.5_embryo1_sc51,MC,somite
somite_E9.5_embryo1_sc52,MC,somite
somite_E9.5_embryo1_sc53,MC,somite
somite_E9.5_embryo1_sc54,MC,somite
somite_E9.5_embryo1_sc55,MC,somite
somite_E9.5_embryo1_sc56,MC,somite
somite_E9.5_embryo1_sc57,MC,somite
somite_E9.5_embryo1_sc58,MC,somite
somite_E9.5_embryo1_sc59,MC,somite
somite_E9.5_embryo1_sc60,MC,somite
somite_E9.5_embryo1_sc61,MC,somite
somite_E9.5_embryo1_sc62,MC,somite
somite_E9.5_embryo1_sc63,MC,somite
somite_E9.5_embryo1_sc64,MC,somite
somite_E9.5_embryo1_sc65,MC,somite
somite_E9.5_embryo1_sc66,MC,somite
somite_E9.5_embryo1_sc67,MC,somite
somite_E9.5_embryo1_sc68,MC,somite
somite_E9.5_embryo1_sc69,MC,somite
somite_E9.5_embryo1_sc70,MC,somite
somite_E9.5_embryo1_sc71,MC,somite
somite_E9.5_embryo1_sc72,MC,somite
somite_E9.5_embryo1_sc73,MC,somite
somite_E9.5_embryo1_sc74,MC,somite
somite_E9.5_embryo2_sc1,MC,somite
somite_E9.5_embryo2_sc4,MC,somite
somite_E9.5_embryo2_sc5,MC,somite
somite_E9.5_embryo2_sc6,MC,somite
somite_E9.5_embryo2_sc7,MC,somite
somite_E9.5_embryo2_sc8,MC,somite
somite_E9.5_embryo2_sc9,MC,somite
somite_E9.5_embryo2_sc10,MC,somite
somite_E9.5_embryo2_sc12,MC,somite
somite_E9.5_embryo2_sc13,MC,somite
somite_E9.5_embryo2_sc15,MC,somite
somite_E9.5_embryo2_sc16,MC,somite
somite_E9.5_embryo2_sc17,MC,somite
somite_E9.5_embryo2_sc20,MC,somite
somite_E9.5_embryo2_sc21,MC,somite
somite_E9.5_embryo2_sc24,MC,somite
somite_E9.5_embryo2_sc25,MC,somite
somite_E9.5_embryo2_sc27,MC,somite
somite_E9.5_embryo2_sc28,MC,somite
somite_E9.5_embryo2_sc29,MC,somite
somite_E9.5_embryo2_sc30,MC,somite
somite_E9.5_embryo2_sc31,MC,somite
somite_E9.5_embryo2_sc32,MC,somite
somite_E9.5_embryo2_sc33,MC,somite
somite_E9.5_embryo2_sc35,MC,somite
somite_E9.5_embryo2_sc37,MC,somite
somite_E10.5_embryo1_sc33,MC,somite
somite_E10.5_embryo1_sc35,MC,somite
somite_E10.5_embryo1_sc36,MC,somite
somite_E10.5_embryo1_sc37,MC,somite
somite_E10.5_embryo1_sc38,MC,somite
somite_E10.5_embryo1_sc39,MC,somite
somite_E10.5_embryo1_sc40,MC,somite
somite_E10.5_embryo1_sc41,MC,somite
somite_E10.5_embryo1_sc42,MC,somite
somite_E10.5_embryo1_sc43,MC,somite
somite_E10.5_embryo1_sc44,MC,somite
somite_E10.5_embryo1_sc45,MC,somite
somite_E10.5_embryo1_sc46,MC,somite
somite_E10.5_embryo1_sc47,MC,somite
somite_E10.5_embryo1_sc48,MC,somite
somite_E10.5_embryo1_sc49,MC,somite
